TABLE 6J - COMPLETE CC LIST
Diagnosis Code	Description
I5A	Non-ischemic myocardial injury (non-traumatic)
I62.9	Nontraumatic intracranial hemorrhage, unspecified
I67.3	Progressive vascular leukoencephalopathy
I67.4	Hypertensive encephalopathy
I67.5	Moyamoya disease
I67.6	Nonpyogenic thrombosis of intracranial venous system
I67.7	Cerebral arteritis, not elsewhere classified
I67.81	Acute cerebrovascular insufficiency
I67.82	Cerebral ischemia
I67.841	Reversible cerebrovascular vasoconstriction syndrome
I67.848	Other cerebrovascular vasospasm and vasoconstriction
I67.850	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy
I67.858	Other hereditary cerebrovascular disease
I67.89	Other cerebrovascular disease
I68.2	Cerebral arteritis in other diseases classified elsewhere
I69.051	Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side
I69.052	Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left dominant side
I69.053	Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right non-dominant side
I69.054	Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side
I69.059	Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting unspecified side
I69.151	Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side
I69.152	Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left dominant side
I69.153	Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right non-dominant side
I69.154	Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side
I69.159	Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting unspecified side
I69.251	Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side
I69.252	Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left dominant side
I69.253	Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right non-dominant side
I69.254	Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side
I69.259	Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting unspecified side
I69.351	Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side
I69.352	Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side
I69.353	Hemiplegia and hemiparesis following cerebral infarction affecting right non-dominant side
I69.354	Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side
I69.359	Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side
I69.851	Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side
I69.852	Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side
I69.853	Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side
I69.854	Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side
I69.859	Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side
I69.951	Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side
I69.952	Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left dominant side
I69.953	Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right non-dominant side
I69.954	Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side
I69.959	Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting unspecified side
I70.261	Atherosclerosis of native arteries of extremities with gangrene, right leg
I70.262	Atherosclerosis of native arteries of extremities with gangrene, left leg
I70.263	Atherosclerosis of native arteries of extremities with gangrene, bilateral legs
I70.268	Atherosclerosis of native arteries of extremities with gangrene, other extremity
I70.269	Atherosclerosis of native arteries of extremities with gangrene, unspecified extremity
I70.331	Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of thigh
I70.332	Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of calf
I70.333	Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of ankle
I70.334	Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of heel and midfoot
I70.338	Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of other part of lower leg
I70.339	Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of unspecified site
I70.341	Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of thigh
I70.342	Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of calf
I70.343	Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of ankle
I70.344	Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of heel and midfoot
I70.348	Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of other part of lower leg
I70.349	Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of unspecified site
I70.361	Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, right leg
I70.362	Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, left leg
I70.363	Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, bilateral legs
I70.368	Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, other extremity
I70.369	Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, unspecified extremity
I70.431	Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh
I70.432	Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of calf
I70.433	Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of ankle
I70.434	Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of heel and midfoot
I70.438	Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of lower leg
I70.439	Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of unspecified site
I70.441	Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of thigh
I70.442	Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf
I70.443	Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of ankle
I70.444	Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of heel and midfoot
I70.448	Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of lower leg
I70.449	Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of unspecified site
I70.461	Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, right leg
I70.462	Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, left leg
I70.463	Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, bilateral legs
I70.468	Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, other extremity
I70.469	Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, unspecified extremity
I70.531	Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of thigh
I70.532	Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of calf
I70.533	Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of ankle
I70.534	Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of heel and midfoot
I70.538	Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of lower leg
I70.539	Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of unspecified site
I70.541	Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of thigh
I70.542	Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of calf
I70.543	Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of ankle
I70.544	Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of heel and midfoot
I70.548	Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of lower leg
I70.549	Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of unspecified site
I70.561	Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, right leg
I70.562	Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, left leg
I70.563	Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, bilateral legs
I70.568	Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, other extremity
I70.569	Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, unspecified extremity
I70.631	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of thigh
I70.632	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of calf
I70.633	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of ankle
I70.634	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of heel and midfoot
I70.638	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of lower leg
I70.639	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of unspecified site
I70.641	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of thigh
I70.642	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of calf
I70.643	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of ankle
I70.644	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of heel and midfoot
I70.648	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of lower leg
I70.649	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of unspecified site
I70.661	Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, right leg
