TABLE 6I - COMPLETE MCC LIST
Diagnosis Code	Description
S12.601B	Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for open fracture
S12.630B	Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture
S12.631B	Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture
S12.64XB	Type III traumatic spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture
S12.650B	Other traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture
S12.651B	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture
S12.690B	Other displaced fracture of seventh cervical vertebra, initial encounter for open fracture
S12.691B	Other nondisplaced fracture of seventh cervical vertebra, initial encounter for open fracture
S12.8XXA	Fracture of other parts of neck, initial encounter
S14.0XXA	Concussion and edema of cervical spinal cord, initial encounter
S14.101A	Unspecified injury at C1 level of cervical spinal cord, initial encounter
S14.102A	Unspecified injury at C2 level of cervical spinal cord, initial encounter
S14.103A	Unspecified injury at C3 level of cervical spinal cord, initial encounter
S14.104A	Unspecified injury at C4 level of cervical spinal cord, initial encounter
S14.105A	Unspecified injury at C5 level of cervical spinal cord, initial encounter
S14.106A	Unspecified injury at C6 level of cervical spinal cord, initial encounter
S14.107A	Unspecified injury at C7 level of cervical spinal cord, initial encounter
S14.108A	Unspecified injury at C8 level of cervical spinal cord, initial encounter
S14.111A	Complete lesion at C1 level of cervical spinal cord, initial encounter
S14.112A	Complete lesion at C2 level of cervical spinal cord, initial encounter
S14.113A	Complete lesion at C3 level of cervical spinal cord, initial encounter
S14.114A	Complete lesion at C4 level of cervical spinal cord, initial encounter
S14.115A	Complete lesion at C5 level of cervical spinal cord, initial encounter
S14.116A	Complete lesion at C6 level of cervical spinal cord, initial encounter
S14.117A	Complete lesion at C7 level of cervical spinal cord, initial encounter
S14.118A	Complete lesion at C8 level of cervical spinal cord, initial encounter
S14.121A	Central cord syndrome at C1 level of cervical spinal cord, initial encounter
S14.122A	Central cord syndrome at C2 level of cervical spinal cord, initial encounter
S14.123A	Central cord syndrome at C3 level of cervical spinal cord, initial encounter
S14.124A	Central cord syndrome at C4 level of cervical spinal cord, initial encounter
S14.125A	Central cord syndrome at C5 level of cervical spinal cord, initial encounter
S14.126A	Central cord syndrome at C6 level of cervical spinal cord, initial encounter
S14.127A	Central cord syndrome at C7 level of cervical spinal cord, initial encounter
S14.128A	Central cord syndrome at C8 level of cervical spinal cord, initial encounter
S14.131A	Anterior cord syndrome at C1 level of cervical spinal cord, initial encounter
S14.132A	Anterior cord syndrome at C2 level of cervical spinal cord, initial encounter
S14.133A	Anterior cord syndrome at C3 level of cervical spinal cord, initial encounter
S14.134A	Anterior cord syndrome at C4 level of cervical spinal cord, initial encounter
S14.135A	Anterior cord syndrome at C5 level of cervical spinal cord, initial encounter
S14.136A	Anterior cord syndrome at C6 level of cervical spinal cord, initial encounter
S14.137A	Anterior cord syndrome at C7 level of cervical spinal cord, initial encounter
S14.138A	Anterior cord syndrome at C8 level of cervical spinal cord, initial encounter
S14.141A	Brown-Sequard syndrome at C1 level of cervical spinal cord, initial encounter
S14.142A	Brown-Sequard syndrome at C2 level of cervical spinal cord, initial encounter
S14.143A	Brown-Sequard syndrome at C3 level of cervical spinal cord, initial encounter
S14.144A	Brown-Sequard syndrome at C4 level of cervical spinal cord, initial encounter
S14.145A	Brown-Sequard syndrome at C5 level of cervical spinal cord, initial encounter
S14.146A	Brown-Sequard syndrome at C6 level of cervical spinal cord, initial encounter
S14.147A	Brown-Sequard syndrome at C7 level of cervical spinal cord, initial encounter
S14.148A	Brown-Sequard syndrome at C8 level of cervical spinal cord, initial encounter
S14.151A	Other incomplete lesion at C1 level of cervical spinal cord, initial encounter
S14.152A	Other incomplete lesion at C2 level of cervical spinal cord, initial encounter
S14.153A	Other incomplete lesion at C3 level of cervical spinal cord, initial encounter
S14.154A	Other incomplete lesion at C4 level of cervical spinal cord, initial encounter
S14.155A	Other incomplete lesion at C5 level of cervical spinal cord, initial encounter
S14.156A	Other incomplete lesion at C6 level of cervical spinal cord, initial encounter
S14.157A	Other incomplete lesion at C7 level of cervical spinal cord, initial encounter
S14.158A	Other incomplete lesion at C8 level of cervical spinal cord, initial encounter
S21.301A	Unspecified open wound of right front wall of thorax with penetration into thoracic cavity, initial encounter
S21.302A	Unspecified open wound of left front wall of thorax with penetration into thoracic cavity, initial encounter
S21.309A	Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter
S21.311A	Laceration without foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter
S21.312A	Laceration without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter
S21.319A	Laceration without foreign body of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter
S21.321A	Laceration with foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter
S21.322A	Laceration with foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter
S21.329A	Laceration with foreign body of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter
S21.331A	Puncture wound without foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter
S21.332A	Puncture wound without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter
S21.339A	Puncture wound without foreign body of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter
S21.341A	Puncture wound with foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter
S21.342A	Puncture wound with foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter
S21.349A	Puncture wound with foreign body of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter
S21.351A	Open bite of right front wall of thorax with penetration into thoracic cavity, initial encounter
S21.352A	Open bite of left front wall of thorax with penetration into thoracic cavity, initial encounter
S21.359A	Open bite of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter
S21.401A	Unspecified open wound of right back wall of thorax with penetration into thoracic cavity, initial encounter
S21.402A	Unspecified open wound of left back wall of thorax with penetration into thoracic cavity, initial encounter
S21.409A	Unspecified open wound of unspecified back wall of thorax with penetration into thoracic cavity, initial encounter
S21.411A	Laceration without foreign body of right back wall of thorax with penetration into thoracic cavity, initial encounter
S21.412A	Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity, initial encounter
S21.419A	Laceration without foreign body of unspecified back wall of thorax with penetration into thoracic cavity, initial encounter
S21.421A	Laceration with foreign body of right back wall of thorax with penetration into thoracic cavity, initial encounter
S21.422A	Laceration with foreign body of left back wall of thorax with penetration into thoracic cavity, initial encounter
S21.429A	Laceration with foreign body of unspecified back wall of thorax with penetration into thoracic cavity, initial encounter
S21.431A	Puncture wound without foreign body of right back wall of thorax with penetration into thoracic cavity, initial encounter
